id,kabkot,region,province,acuan,distric_na,gdp,un,cru_temp,cru_prec,section,Wgdp,g_gdp,d_un,group_id,yhat_2
3302,Kabupaten Banyumas,Java -Bali,Central Java,Banyumas,Banyumas,39122,6,26.843193,388.86557,West,29088.398,-1.6491528,1.8299999,G4,-0.27282894
3303,Kabupaten Purbalingga,Java -Bali,Central Java,Purbalingga,Purbalingga,17121,6.0999999,26.199797,447.05447,West,20963.973,-1.2287989,1.3699999,G3,0.25402513
3304,Kabupaten Banjarnegara,Java -Bali,Central Java,Banjarnegara,Banjarnegara,15008,5.8600001,25.942387,377.57889,West,12843.67,-1.3215859,1.4200001,G3,0.25865757
3305,Kabupaten Kebumen,Java -Bali,Central Java,Kebumen,Kebumen,19470,6.0700002,27.432167,280.73755,West,32300.148,-1.4576374,1.3800001,G2,-2.4439552
3306,Kabupaten Purworejo,Java -Bali,Central Java,Purworejo,Purworejo,13111,4.04,27.270834,253.11992,West,11159.551,-1.6576657,1.1299999,G1,5.0985737
3307,Kabupaten Wonosobo,Java -Bali,Central Java,Wonosobo,Wonosobo,13413,5.3699999,26.227026,326.13568,West,13276.195,-1.6570129,1.9399998,G3,0.27540392
3308,Kabupaten Magelang,Java -Bali,Central Java,Magelang,Magelang,22761,4.27,26.303539,241.60268,West,11295.27,-1.6803455,1.2,G1,5.1156349
3309,Kabupaten Boyolali,Java -Bali,Central Java,Boyolali,Boyolali,22335,5.2800002,27.262573,221.60089,West,24072.031,-1.2381163,2.1900003,G1,4.7829571
3310,Kabupaten Klaten,Java -Bali,Central Java,Klaten,Klaten,27401,5.46,27.261753,215.14359,West,26565.232,-1.1793133,1.9200001,G3,0.25155455
3311,Kabupaten Sukoharjo,Java -Bali,Central Java,Sukoharjo,Sukoharjo,26604,6.9299998,27.35,211.26666,West,16928.396,-1.6996748,3.5399997,G4,-0.27435675
3312,Kabupaten Wonogiri,Java -Bali,Central Java,Wonogiri,Wonogiri,20528,4.27,27.083542,209.91254,West,11829.584,-1.4119681,1.72,G4,-0.26565638
3313,Kabupaten Karanganyar,Java -Bali,Bali,Karangasem,Karangasem,10637,2.4200001,25.517321,167.7153,West,21347.189,-4.4466405,1.8000001,G3,0.41467723
3314,Kabupaten Sragen,Java -Bali,Central Java,Sragen,Sragen,26317,4.75,27.53973,205.51675,West,18695.438,-1.8095665,1.4300001,G1,5.2128448
3315,Kabupaten Grobogan,Java -Bali,Central Java,Grobogan,Grobogan,19332,4.5,27.601793,210.06314,West,34877.699,-1.5932808,0.96000004,G3,0.27222207
3316,Kabupaten Blora,Java -Bali,Central Java,Blora,Blora,17440,4.8899999,27.813133,176.69943,West,34138.695,-4.657774,1.0699999,G3,0.42521816
3317,Kabupaten Rembang,Java -Bali,Central Java,Rembang,Rembang,13303,4.8299999,27.866358,152.72917,West,35221.594,-1.4884479,1.23,G3,0.26698822
3318,Kabupaten Pati,Java -Bali,Central Java,Pati,Pati,30455,4.7399998,27.763512,202.22572,West,22430.721,-1.1490149,1.0999997,G1,4.7159286
3319,Kabupaten Kudus,Java -Bali,Central Java,Kudus,Kudus,70490,5.5300002,27.666666,252.69168,West,14113.974,-3.5308609,1.7300003,G1,6.5077319
3320,Kabupaten Jepara,Java -Bali,Central Java,Jepara,Jepara,20909,6.6999998,27.753061,261.61841,West,51353.594,-1.9415654,3.7799997,G1,5.3121443
3321,Kabupaten Demak,Java -Bali,Central Java,Demak,Demak,18323,7.3099999,27.542267,247.72066,West,44011.613,-0.22869588,1.8899999,G3,0.20409459
3322,Kabupaten Semarang,Java -Bali,Central Java,Semarang,Semarang,34619,4.5700002,26.443636,238.19606,West,35333.215,-2.6708651,2.0300002,G3,0.3260209
3323,Kabupaten Temanggung,Java -Bali,Central Java,Temanggung,Temanggung,14833,3.8499999,25.705072,268.16849,West,36776.336,-2.1311691,0.86999989,G3,0.29907635
3324,Kabupaten Kendal,Java -Bali,Central Java,Kendal,Kendal,30371,7.5599999,26.55364,280.43851,West,30171.613,-1.530331,1.2999997,G4,-0.26923573
3325,Kabupaten Batang,Java -Bali,Central Java,Batang,Batang,14987,6.9200001,26.811049,335.54001,West,15374.765,-1.2844157,2.8099999,G3,0.25680184
3326,Kabupaten Pekalongan,Java -Bali,Central Java,Pekalongan,Pekalongan,16016,6.9699998,26.521826,356.84183,West,11502.812,-1.8867924,2.6199999,G3,0.28687575
3327,Kabupaten Pemalang,Java -Bali,Central Java,Pemalang,Pemalang,18104,7.6399999,26.992697,390.06186,West,12033.638,-0.65847236,1.1900001,G2,-2.1504939
3328,Kabupaten Tegal,Java -Bali,Central Java,Tegal,Tegal,24503,9.8199997,27.106176,386.21078,West,18685.607,-1.4598247,1.6999998,G4,-0.26710358
3329,Kabupaten Brebes,Java -Bali,Central Java,Brebes,Brebes,32578,9.8299999,27.035202,341.09314,West,37076.156,-0.59196877,2.4400001,G3,0.22223113
3371,Kota Magelang,Java -Bali,Central Java,Kota Magelang,Magelang,6326,8.5900002,26.091373,244.94351,West,17155.441,-1.6785825,4.2200003,G4,-0.27371889
3372,Kota Surakarta,Java -Bali,Central Java,Kota Surakarta,Surakarta,34692,7.9200001,27.35,211.26666,West,17962.777,-1.7418642,3.7600002,G3,0.27964014
3373,Kota Salatiga,Java -Bali,Central Java,Kota Salatiga,Salatiga,9465,7.4400001,26.5875,235.69585,West,23364.898,-1.6725535,3.1100001,G2,-2.5228744
3374,Kota Semarang,Java -Bali,Central Java,Kota Semarang,Semarang,132238,9.5699997,26.861786,261.71878,West,18876.186,-2.6702781,5.0699997,G1,5.8603368
3375,Kota Pekalongan,Java -Bali,Central Java,Kota Pekalongan,Pekalongan,7330,7.02,28.016666,291.35834,West,27903.396,-1.8872975,1.2199998,G2,-2.6017303
3376,Kota Tegal,Java -Bali,Central Java,Kota Tegal,Tegal,10928,8.3999996,28.141666,296.24167,West,25035.857,-1.4607755,0.31999969,G2,-2.4451075
3401,Kabupaten Kulon Progo,Java -Bali,Yogyakarta,Kulon Progo,Kulon Progo,8415,3.71,26.858334,232.86667,West,22650.947,-4.0588303,1.9100001,G3,0.39531565
3402,Kabupaten Bantul,Java -Bali,Yogyakarta,Bantul,Bantul,18839,4.0599999,26.905695,233.82181,West,8987.4141,-1.6599677,0.99000001,G2,-2.5182526
3403,Kabupaten Gunung Kidul,Java -Bali,Yogyakarta,Gunung Kidul,Gunung Kidul,13512,2.1600001,27.132246,229.38863,West,20806.375,-0.68357223,0.20000005,G4,-0.24362946
3404,Kabupaten Sleman,Java -Bali,Yogyakarta,Sleman,Sleman,33924,5.0900002,26.888132,231.55759,West,15071.934,-3.9089055,1.1100001,G4,-0.34116462
3471,Kota Yogyakarta,Java -Bali,Yogyakarta,Kota Yogyakarta,Yogyakarta,27019,9.1599998,26.858334,232.86667,West,16186.541,-2.4197335,4.21,G1,5.6718583
3501,Kabupaten Pacitan,Java -Bali,East Java,Pacitan,Pacitan,10838,2.28,27.18997,228.06248,West,11689.742,-1.8386016,1.3699999,G2,-2.5838487
3502,Kabupaten Ponorogo,Java -Bali,East Java,Ponorogo,Ponorogo,14167,4.4499998,27.205267,206.91731,West,27474.676,-0.90235031,0.94999981,G3,0.23772706
3503,Kabupaten Trenggalek,Java -Bali,East Java,Trenggalek,Trenggalek,12502,4.1100001,27.432093,208.88269,West,12114.022,-2.1752739,0.75000024,G2,-2.707478
3504,Kabupaten Tulungagung,Java -Bali,East Java,Tulungagung,Tulungagung,26456,4.6100001,27.473021,201.62086,West,22747.346,-3.0880251,1.3200002,G4,-0.31634092
3505,Kabupaten Blitar,Java -Bali,East Java,Blitar,Blitar,24944,3.8199999,27.484587,188.77171,West,31775.348,-2.2876842,0.76999998,G2,-2.7487564
3506,Kabupaten Kediri,Java -Bali,East Java,Kediri,Kediri,28489,5.2399998,27.08127,203.19429,West,27504.324,-2.4081941,1.6599998,G4,-0.2957826
3507,Kabupaten Malang,Java -Bali,East Java,Malang,Malang,66543,5.4899998,26.478951,215.43582,West,23814.229,-2.6793418,1.7899997,G3,0.32644412
3508,Kabupaten Lumajang,Java -Bali,East Java,Lumajang,Lumajang,21934,3.3599999,27.074263,193.13312,West,48177.992,-2.7920582,0.62999988,G2,-2.9339674
3509,Kabupaten Jember,Java -Bali,East Java,Jember,Jember,52583,5.1199999,26.759993,198.8369,West,28241.9,-2.9798148,1.4299998,G2,-3.0029135
3510,Kabupaten Banyuwangi,Java -Bali,East Java,Banyuwangi,Banyuwangi,53297,5.3400002,26.620085,174.89899,West,19189.639,-3.5802157,1.3900001,G3,0.37142062
3511,Kabupaten Bondowoso,Java -Bali,East Java,Bondowoso,Bondowoso,13453,4.1300001,26.616076,171.86285,West,22523.789,-1.3565038,1.2700002,G2,-2.4068179
3512,Kabupaten Situbondo,Java -Bali,East Java,Situbondo,Situbondo,13282,3.8499999,26.964655,130.09387,West,24631.08,-2.3310537,1.0799999,G2,-2.7646821
3513,Kabupaten Probolinggo,Java -Bali,East Java,Probolinggo,Probolinggo,22899,4.8600001,27.241482,164.88541,West,19075.959,-2.1201112,1.0900002,G3,0.29852429
3514,Kabupaten Pasuruan,Java -Bali,East Java,Pasuruan,Pasuruan,103157,6.2399998,26.478378,203.80563,West,46081.645,-2.0295553,1.02,G4,-0.28433242
3515,Kabupaten Sidoarjo,Java -Bali,East Java,Sidoarjo,Sidoarjo,135309,10.97,27.624165,162.87787,West,89222.344,-3.6898634,6.3500004,G1,6.6273456
3516,Kabupaten Mojokerto,Java -Bali,East Java,Mojokerto,Mojokerto,57823,5.75,27.16258,187.13474,West,44725.09,-1.109933,2.1400001,G1,4.6865277
3517,Kabupaten Jombang,Java -Bali,East Java,Jombang,Jombang,27656,7.48,27.4167,181.48114,West,34399.352,-1.9777416,3.1999998,G3,0.29141644
3518,Kabupaten Nganjuk,Java -Bali,East Java,Nganjuk,Nganjuk,17991,4.8000002,27.426657,196.33044,West,35832.488,-1.7100087,1.6400001,G2,-2.5366282
3519,Kabupaten Madiun,Java -Bali,East Java,Madiun,Madiun,12939,4.8000002,27.381956,203.71494,West,33753.102,-1.6868019,1.2800002,G1,5.120492
3520,Kabupaten Magetan,Java -Bali,East Java,Magetan,Magetan,13020,3.74,26.953632,187.8235,West,12680.998,-1.6393442,0.75999999,G3,0.2745218
3521,Kabupaten Ngawi,Java -Bali,East Java,Ngawi,Ngawi,13479,5.4400001,27.582434,186.33305,West,25431.758,-1.692072,1.8400002,G1,5.1244569
3522,Kabupaten Bojonegoro,Java -Bali,East Java,Bojonegoro,Bojonegoro,69717,4.9200001,27.947699,168.58771,West,25240.547,-0.40001714,1.3600001,G3,0.21264787
3523,Kabupaten Tuban,Java -Bali,East Java,Tuban,Tuban,42715,4.8099999,28.003519,163.41522,West,35681.863,-5.8498092,2.1099999,G3,0.48473102
3524,Kabupaten Lamongan,Java -Bali,East Java,Lamongan,Lamongan,26976,5.1300001,28.167479,170.42546,West,100456.25,-2.6523764,1.24,G4,-0.30316675
3525,Kabupaten Gresik,Java -Bali,East Java,Gresik,Gresik,97615,8.21,28.193945,180.20732,West,87284.227,-3.6804974,2.8099999,G2,-3.2602108
3526,Kabupaten Bangkalan,Java -Bali,East Java,Bangkalan,Bangkalan,17514,8.7700005,28.14032,156.63771,West,80604.82,-5.5899954,3.1500006,G3,0.47175971
3527,Kabupaten Sampang,Java -Bali,East Java,Sampang,Sampang,13954,3.3499999,27.97537,151.89793,West,23817.875,-0.28583679,0.63999987,G2,-2.0136585
3528,Kabupaten Pamekasan,Java -Bali,East Java,Pamekasan,Pamekasan,11118,3.49,27.949205,160.32127,West,14553.157,-2.5335321,1.23,G3,0.31916451
3529,Kabupaten Sumenep,Java -Bali,East Java,Sumenep,Sumenep,23547,2.8399999,27.979452,176.00885,West,12629.152,-1.1294928,0.75999999,G3,0.24906725
3571,Kota Kediri,Java -Bali,East Java,Kota Kediri,Kediri,87200,6.21,27.094791,203.84167,West,16600.199,-2.4095442,2.0599999,G3,0.31297436
3572,Kota Blitar,Java -Bali,East Java,Kota Blitar,Blitar,4658,6.6799998,27.608334,185.8,West,26491.982,-2.2865534,2.1399999,G1,5.5716701
3573,Kota Malang,Java -Bali,East Java,Kota Malang,Malang,50739,9.6099997,26.243219,219.39348,West,36086.484,-2.6813972,3.7299995,G1,5.8687015
3574,Kota Probolinggo,Java -Bali,East Java,Kota Probolinggo,Probolinggo,7945,6.6999998,27.5,150.90834,West,28369.533,-2.1190095,2.4499998,G1,5.445631
3575,Kota Pasuruan,Java -Bali,East Java,Kota Pasuruan,Pasuruan,5869,6.3299999,26.300001,213.04167,West,106042.77,-2.0200334,1.4400001,G4,-0.2840445
3576,Kota Mojokerto,Java -Bali,East Java,Kota Mojokerto,Mojokerto,4941,6.7399998,28.15,154.875,West,101268.03,-1.1008807,4.1099997,G4,-0.25624901
3577,Kota Madiun,Java -Bali,East Java,Kota Madiun,Madiun,10332,8.3199997,27.27639,207.82222,West,8499.0801,-1.6936251,4.3599997,G1,5.1256251
3578,Kota Surabaya,Java -Bali,East Java,Kota Surabaya,Surabaya,390949,9.79,28.241667,138.49167,West,45697.953,-4.8498816,4.0299997,G1,7.4999986
3579,Kota Batu,Java -Bali,East Java,Kota Batu,Kota Batu,11025,5.9299998,26.483334,208.94881,West,46424.746,-6.4568133,3.5099998,G3,0.51503599
3601,Kabupaten Pandeglang,Java -Bali,Banten,Pandeglang,Pandeglang,19611,9.1499996,27.256369,338.09671,West,39369.582,-0.53760713,0.47999954,G3,0.21951711
3602,Kabupaten Lebak,Java -Bali,Banten,Lebak,Lebak,20762,9.6300001,26.744507,393.94879,West,67607.359,-0.88318133,1.6700001,G2,-2.2330091
3603,Kabupaten Tangerang,Java -Bali,Banten,Tangerang,Tangerang,93518,13.06,27.61894,228.85788,West,42523.305,-3.6998899,4.1400003,G1,6.6348882
3604,Kabupaten Serang,Java -Bali,Banten,Serang,Serang,53281,12.22,27.307655,267.11014,West,36374.73,-1.9614698,1.6400003,G4,-0.2822735
3671,Kota Tangerang,Java -Bali,Banten,Kota Tangerang,Tangerang,108947,8.6300001,27.691668,239.08334,West,74984.695,-3.7000699,1.4900002,G3,0.37740439
3672,Kota Cilegon,Java -Bali,Banten,Kota Cilegon,Cilegon,73700,12.69,27.198919,302.7233,West,24897.602,-0.88090914,3.0499992,G1,4.5142388
3673,Kota Serang,Java -Bali,Banten,Kota Serang,Serang,21830,9.2600002,27.498789,226.62578,West,35548.684,-1.9581424,1.1900005,G1,5.324615
3674,Kota Tangerang Selatan,Java -Bali,Banten,Kota Tangerang Selatan,Tangerang Selatan,59669,8.4799995,27.691668,239.08334,West,184136.16,-1.0103189,3.6999993,G1,4.6115909
5101,Kabupaten Jembrana,Java -Bali,Bali,Jembrana,Jembrana,8955,4.52,26.609201,148.93578,West,26542.242,-4.9564848,3.0799999,G1,7.580193
5102,Kabupaten Tabanan,Java -Bali,Bali,Tabanan,Tabanan,14817,4.21,26.13599,168.02429,West,13326.931,-6.1383505,2.9200001,G3,0.49913657
5103,Kabupaten Badung,Java -Bali,Bali,Badung,Badung,31168,6.9200001,26.443731,162.68123,West,11729.538,-16.520248,6.52,G3,1.0174571
5104,Kabupaten Gianyar,Java -Bali,Bali,Gianyar,Gianyar,17449,7.5300002,26.282774,166.55515,West,18205.678,-8.3801527,6.0700002,G1,10.155733
5105,Kabupaten Klungkung,Java -Bali,Bali,Klungkung,Klungkung,5611,5.4200001,26.792213,149.50618,West,17605.406,-6.3584781,3.8499999,G1,8.6348782
5106,Kabupaten Bangli,Java -Bali,Bali,Bangli,Bangli,4400,1.86,25.520254,184.90746,West,16993.879,-4.0976462,1.11,G4,-0.34687221
5107,Kabupaten Karang Asem,Java -Bali,Central Java,Karanganyar,Karanganyar,26071,5.96,27.144625,198.21147,West,6933.7144,-1.8706715,2.8400002,G4,-0.27952775
5108,Kabupaten Buleleng,Java -Bali,Bali,Buleleng,Buleleng,22083,5.1900001,26.054325,167.39262,West,10305.917,-5.761106,2.0700002,G3,0.48030248
5171,Kota Denpasar,Java -Bali,Bali,Kota Denpasar,Denpasar,32759,7.6199999,27.141666,145.88333,West,18467.918,-9.4179459,5.3299999,G1,10.93644
5201,Kabupaten Lombok Barat,Nusa Tenggara,West Nusa Tenggara,Lombok Barat,Lombok Barat,10131,4.5799999,26.673576,144.8513,East,4794.7144,-7.0806198,1.0599999,G3,0.54617977
5202,Kabupaten Lombok Tengah,Nusa Tenggara,West Nusa Tenggara,Lombok Tengah,Lombok Tengah,11574,3.74,26.743504,142.71188,East,9919.0547,-6.6763425,1.3900001,G3,0.52599603
5203,Kabupaten Lombok Timur,Nusa Tenggara,West Nusa Tenggara,Lombok Timur,Lombok Timur,13978,4.1700001,25.349623,152.59685,East,6562.5483,-3.0987868,0.82000017,G3,0.34738508
5204,Kabupaten Sumbawa,Nusa Tenggara,West Nusa Tenggara,Sumbawa,Sumbawa,10032,4.0100002,25.929396,162.70683,East,6497.7012,-4.1284404,1.0200002,G4,-0.34780341
5205,Kabupaten Dompu,Nusa Tenggara,West Nusa Tenggara,Dompu,Dompu,4899,3.28,26.23863,169.33377,East,4765.8584,-3.2200711,0.24000001,G4,-0.32033405
5206,Kabupaten Bima,Nusa Tenggara,West Nusa Tenggara,Bima,Bima,7915,2.8900001,26.15398,159.53023,East,2644.2991,-3.4873796,0.10000014,G3,0.36678573
5207,Kabupaten Sumbawa Barat,Nusa Tenggara,West Nusa Tenggara,Sumbawa Barat,Sumbawa Barat,16569,5.5,26.254112,145.97774,East,6009.6841,28.781284,0.21000004,G4,0.6473977
5208,Kabupaten Lombok Utara,Nusa Tenggara,West Nusa Tenggara,Lombok Utara,Lombok Utara,3216,3.01,26.15,155.40834,East,20536.363,-7.4532375,1.02,G3,0.56478286
5271,Kota Mataram,Nusa Tenggara,West Nusa Tenggara,Kota Mataram,Mataram,13056,6.8299999,26.808334,141.325,East,8974.4131,-5.5008683,1.5499997,G3,0.46731001
5272,Kota Bima,Nusa Tenggara,West Nusa Tenggara,Kota Bima,Bima,2883,4.4200001,26.225061,129.04803,East,4660.4224,-3.4817543,0.36000013,G3,0.36650488
5301,Kabupaten Sumba Barat,Nusa Tenggara,East Nusa Tenggara,Sumba Barat,Sumba Barat,1437,3.96,26.49367,196.91263,East,1116.51,-0.277585,1.01,G4,-0.23135227
5302,Kabupaten Sumba Timur,Nusa Tenggara,East Nusa Tenggara,Sumba Timur,Sumba Timur,3966,3.49,26.038507,147.72626,East,2213.8354,-0.82520628,1.4100001,G4,-0.24791253
5303,Kabupaten Kupang,Nusa Tenggara,East Nusa Tenggara,Kupang,Kupang,4794,4.9000001,26.198711,53.951569,East,4531.8384,-0.78642386,0.71000004,G4,-0.24673973
5304,Kabupaten Timor Tengah Selatan,Nusa Tenggara,East Nusa Tenggara,Timor Tengah Selatan,Timor Tengah Selatan,4787,2.6300001,25.573387,50.975742,East,4082.5073,-0.062630482,0.7700001,G3,0.1958037
5305,Kabupaten Timor Tengah Utara,Nusa Tenggara,East Nusa Tenggara,Timor Tengah Utara,Timor Tengah Utara,2887,4.2600002,25.730171,47.330185,East,2787.1526,-0.55115396,3.1500001,G2,-2.1110854
5306,Kabupaten Belu,Nusa Tenggara,East Nusa Tenggara,Belu,Belu,2969,7.4200001,25.76026,50.073635,East,1239.3864,0.4058167,0.72000027,G3,0.17241627
5307,Kabupaten Alor,Nusa Tenggara,East Nusa Tenggara,Alor,Alor,1989,3.1099999,25.59059,76.163742,East,1772.1147,-0.55000001,0.29999995,G3,0.22013582
5308,Kabupaten Lembata,Nusa Tenggara,East Nusa Tenggara,Lembata,Lembata,1162,4.8800001,25.749454,109.70272,East,2588.0137,-0.34305316,0.96000004,G1,4.1096234
5309,Kabupaten Flores Timur,Nusa Tenggara,East Nusa Tenggara,Flores Timur,Flores Timur,3557,3.1600001,25.737398,125.67814,East,5427.6465,0.85058123,0.24000001,G3,0.15021122
5310,Kabupaten Sikka,Nusa Tenggara,East Nusa Tenggara,Sikka,Sikka,3304,4,25.196207,126.13142,East,4475.0771,-0.84033614,0.6500001,G2,-2.2172761
5311,Kabupaten Ende,Nusa Tenggara,East Nusa Tenggara,Ende,Ende,4076,2.95,25.169851,117.43127,East,1440.4279,-1.3313967,0.059999943,G1,4.8531294
5312,Kabupaten Ngada,Nusa Tenggara,East Nusa Tenggara,Ngada,Ngada,2305,4.6900001,25.311356,179.21483,East,1745.1613,0.043402776,1.53,G2,-1.8927585
5313,Kabupaten Manggarai,Nusa Tenggara,East Nusa Tenggara,Manggarai,Manggarai,2995,4.0900002,25.709852,190.54662,East,1885.6367,-0.79496521,1.1700001,G2,-2.2006154
5314,Kabupaten Rote Ndao,Nusa Tenggara,East Nusa Tenggara,Rote Ndao,Rote Ndao,1933,4.9000001,26.891897,63.574669,East,2691.0713,0.25933611,2.3100002,G2,-1.8134657
5315,Kabupaten Manggarai Barat,Nusa Tenggara,East Nusa Tenggara,Manggarai Barat,Manggarai Barat,2265,3.72,25.966097,199.19705,East,2622.2605,0.8908686,1.55,G3,0.14819986
5316,Kabupaten Sumba Tengah,Nusa Tenggara,East Nusa Tenggara,Sumba Tengah,Sumba Tengah,756,4.02,26.312752,192.79211,East,1583.5986,0.80000001,0.78999996,G3,0.15273651
5317,Kabupaten Sumba Barat Daya,Nusa Tenggara,East Nusa Tenggara,Sumba Barat Daya,Sumba Barat Daya,2320,2.3599999,26.666832,192.87494,East,7413.1699,0.12947777,1.1899999,G3,0.18621261
5318,Kabupaten Nagekeo,Nusa Tenggara,East Nusa Tenggara,Nagekeo,Nagekeo,1379,3.0899999,25.304125,152.76126,East,2338.4558,0.5835157,0.38999987,G3,0.16354458
5319,Kabupaten Manggarai Timur,Nusa Tenggara,East Nusa Tenggara,Manggarai Timur,Manggarai Timur,2043,2.0999999,25.55599,184.40778,East,2042.9183,0.83909178,1.1199999,G3,0.15078484
5320,Kabupaten Sabu Raijua,Nusa Tenggara,East Nusa Tenggara,Sabu Raijua,Sabu Raijua,783,3.0799999,27.099434,86.330017,East,4890.9541,-0.38167939,0.48000002,G2,-2.0488529
5321,Kabupaten Malaka,Nusa Tenggara,East Nusa Tenggara,Malaka,Malaka,1878,3.6300001,25.936255,48.436958,East,1855.9878,0.96774191,1.5100002,G4,-0.19369316
5371,Kota Kupang,Nusa Tenggara,East Nusa Tenggara,Kota Kupang,Kupang,16190,10.9,26.575001,55.674999,East,3037.5034,-0.79656863,1.7199993,G1,4.4507918
6101,Kabupaten Sambas,Kalimantan,West Kalimantan,Sambas,Sambas,13376,3.71,27.375523,250.62271,East,5255.9365,-2.0216818,0.23000002,G4,-0.28409433
6102,Kabupaten Bengkayang,Kalimantan,West Kalimantan,Bengkayang,Bengkayang,5602,3.9100001,27.104057,266.81491,East,8208.1396,-1.9944017,1.25,G3,0.29224819
6103,Kabupaten Landak,Kalimantan,West Kalimantan,Landak,Landak,6977,3.3800001,27.080708,273.88672,East,10435.294,-0.66913438,0.69000006,G3,0.22608367
6104,Kabupaten Pontianak / Mempawah,Kalimantan,West Kalimantan,Pontianak / Mempawah,Mempawah,5254,7.5500002,27.668478,265.24713,East,9814.4111,0.19069412,2.4400001,G4,-0.21719135
6105,Kabupaten Sanggau,Kalimantan,West Kalimantan,Sanggau,Sanggau,13257,3.52,26.979362,292.80005,East,8371.2881,0.70647222,0.51999998,G1,3.3200915
6106,Kabupaten Ketapang,Kalimantan,West Kalimantan,Ketapang,Ketapang,17931,7.3000002,27.461296,315.56192,East,3537.8875,-0.50493842,2.9100003,G2,-2.0941148
6107,Kabupaten Sintang,Kalimantan,West Kalimantan,Sintang,Sintang,9376,4.5,26.394562,318.23056,East,4872.4038,-2.1906948,1.4000001,G2,-2.713141
6108,Kabupaten Kapuas Hulu,Kalimantan,West Kalimantan,Kapuas Hulu,Kapuas Hulu,6237,4.02,25.715145,345.61673,East,11912.347,-2.4401689,1.5899999,G3,0.31450331
6109,Kabupaten Sekadau,Kalimantan,West Kalimantan,Sekadau,Sekadau,4253,3.3900001,27.003307,301.63379,East,7362.9092,-0.97788125,0.35000014,G2,-2.2677839
6110,Kabupaten Melawi,Kalimantan,West Kalimantan,Melawi,Melawi,3355,2.7,26.557941,309.67148,East,9806.0078,-1.0908018,0.30999994,G2,-2.3092494
6111,Kabupaten Kayong Utara,Kalimantan,West Kalimantan,Kayong Utara,Kayong Utara,2520,3.71,27.825712,327.36499,East,9313.0762,-0.70921987,-0.18000007,G2,-2.1691289
6112,Kabupaten Kubu Raya,Kalimantan,West Kalimantan,Kubu Raya,Kubu Raya,17834,7.1399999,27.883692,308.03766,East,9265.6699,-2.4291499,1.6399999,G3,0.31395316
6171,Kota Pontianak,Kalimantan,West Kalimantan,Kota Pontianak,Pontianak,23870,12.36,27.894445,299.07224,East,7168.6855,-3.9707124,3.2999992,G3,0.39091632
6172,Kota Singkawang,Kalimantan,West Kalimantan,Kota Singkawang,Singkawang,6669,8.7799997,27.441025,255.06035,East,11734.137,-2.4286759,2.4699998,G4,-0.29640198
6201,Kabupaten Kotawaringin Barat,Kalimantan,Central Kalimantan,Kotawaringin Barat,Kotawaringin Barat,13014,4.7600002,27.527706,300.4024,East,26931.801,0.98548925,2.1800003,G2,-1.5468153
6202,Kabupaten Kotawaringin Timur,Kalimantan,Central Kalimantan,Kotawaringin Timur,Kotawaringin Timur,17900,5.25,27.461725,268.57443,East,5088.0322,-3.0913324,0.84000015,G4,-0.31644094
6203,Kabupaten Kapuas,Kalimantan,Central Kalimantan,Kapuas,Kapuas,10798,4.98,27.028072,270.52209,East,5108.3267,-1.0447214,-0.19999981,G2,-2.2923284
6204,Kabupaten Barito Selatan,Kalimantan,Central Kalimantan,Barito Selatan,Barito Selatan,4256,4.21,27.165188,249.91119,East,6457.7466,-2.8975587,0.15999985,G3,0.33733869
6205,Kabupaten Barito Utara,Kalimantan,Central Kalimantan,Barito Utara,Barito Utara,6955,5.29,27.022594,337.06366,East,14941.605,-2.2350295,1.3599999,G4,-0.29054606
6206,Kabupaten Sukamara,Kalimantan,Central Kalimantan,Sukamara,Sukamara,2907,4.6999998,27.67679,308.96979,East,9692.6445,2,-0.10000038,G4,-0.16247733
6207,Kabupaten Lamandau,Kalimantan,Central Kalimantan,Lamandau,Lamandau,3815,2.8299999,26.977419,323.36563,East,9672.8262,1.8419647,0.50999999,G3,0.10071598
6208,Kabupaten Seruyan,Kalimantan,Central Kalimantan,Seruyan,Seruyan,5901,4.3000002,27.288691,281.0864,East,6058.8345,-2.220381,-0.14999962,G2,-2.7240419
6209,Kabupaten Katingan,Kalimantan,Central Kalimantan,Katingan,Katingan,4944,5.6900001,26.790174,274.58975,East,5624.5659,-3.2485323,0.44000006,G4,-0.32119471
6210,Kabupaten Pulang Pisau,Kalimantan,Central Kalimantan,Pulang Pisau,Pulang Pisau,3485,2.6300001,27.325708,230.28679,East,14141.879,2.6812022,0.92000008,G3,0.058816701
6211,Kabupaten Gunung Mas,Kalimantan,Central Kalimantan,Gunung Mas,Gunung Mas,3629,2.49,26.733334,315.02191,East,9191.627,3.3608658,-0.12999988,G3,0.024884207
6212,Kabupaten Barito Timur,Kalimantan,Central Kalimantan,Barito Timur,Barito Timur,5182,2.9100001,27.132599,242.74706,East,4951.0449,-2.7402403,0.090000153,G2,-2.9149394
6213,Kabupaten Murung Raya,Kalimantan,Central Kalimantan,Murung Raya,Murung Raya,5717,3.0999999,25.675207,344.12299,East,6215.6406,-2.4735584,0.1099999,G2,-2.8170111
6271,Kota Palangka Raya,Kalimantan,Central Kalimantan,Kota Palangka Raya,Palangkaraya,10591,5.9499998,27.278452,241.96977,East,6461.8691,-2.6651962,0.13999987,G2,-2.8873823
