id,kabkot,region,province,acuan,distric_na,gdp,un,cru_temp,cru_prec,section,Wgdp,g_gdp,d_un,group_id,yhat_2
6301,Kabupaten Tanah Laut,Kalimantan,South Kalimantan,Tanah Laut,Tanah Laut,10162,3.5699999,27.20603,230.82143,East,31933.105,-1.9868827,0.18999982,G4,-0.28304201
6302,Kota Baru,Kalimantan,South Kalimantan,Kota Baru,Kota Baru,17315,4.96,27.024395,259.08981,East,23890.809,-1.8702182,0.17999983,G3,0.28604826
6303,Kabupaten Banjar,Kalimantan,South Kalimantan,Banjar,Banjar,11733,3.8699999,26.932856,229.6714,East,6942.9102,-1.9553773,0.97999978,G4,-0.28208926
6304,Kabupaten Barito Kuala,Kalimantan,South Kalimantan,Barito Kuala,Barito Kuala,5760,2.9300001,27.294531,220.02094,East,8391.1074,-1.0479299,0.53999996,G2,-2.2935064
6305,Kabupaten Tapin,Kalimantan,South Kalimantan,Tapin,Tapin,6356,3.73,27.000986,237.52643,East,6475.187,-1.5031768,0.079999924,G1,4.9823556
6306,Kabupaten Hulu Sungai Selatan,Kalimantan,South Kalimantan,Hulu Sungai Selatan,Hulu Sungai Selatan,4651,2.24,26.935524,257.25504,East,4738.4292,-1.1897174,-0.19000006,G3,0.25207397
6307,Kabupaten Hulu Sungai Tengah,Kalimantan,South Kalimantan,Hulu Sungai Tengah,Hulu Sungai Tengah,4834,3.9000001,26.506495,264.99017,East,7901.8213,-1.0034815,1.1000001,G4,-0.25330362
6308,Kabupaten Hulu Sungai Utara,Kalimantan,South Kalimantan,Hulu Sungai Utara,Hulu Sungai Utara,3303,4.4899998,27.174479,214.2236,East,8640.665,-0.66165411,1.1399999,G2,-2.1516623
6309,Kabupaten Tabalong,Kalimantan,South Kalimantan,Tabalong,Tabalong,14492,3.0699999,26.852335,274.4155,East,9559.9385,-2.6206155,-0.11000013,G2,-2.871012
6310,Kabupaten Tanah Bumbu,Kalimantan,South Kalimantan,Tanah Bumbu,Tanah Bumbu,15393,6.9499998,27.033588,238.75934,East,36431.648,-1.4595736,0.89999962,G3,0.26554668
6311,Kabupaten Balangan,Kalimantan,South Kalimantan,Balangan,Balangan,9176,2.46,26.7362,258.15903,East,12660.703,-2.4659865,0.18000007,G3,0.31579226
6371,Kota Banjarmasin,Kalimantan,South Kalimantan,Kota Banjarmasin,Banjarmasin,21928,8.3199997,27.291666,217.75,East,21587.393,-1.9100872,0.82999992,G4,-0.2807197
6372,Kota Banjar Baru,Kalimantan,South Kalimantan,Kota Banjar Baru,Banjar Baru,6119,5.54,27.224607,224.00992,East,7861.3911,-1.8919352,0.61000013,G2,-2.6034334
6401,Kabupaten Paser,Kalimantan,East Kalimantan,Paser,Pasir,34727,4.52,27.050926,304.51627,East,25078.824,-2.7717893,0.13999987,G4,-0.30677783
6402,Kabupaten Kutai Barat,Kalimantan,East Kalimantan,Kutai Barat,Kutai Barat,20620,4.9699998,27.195852,322.28339,East,27911.006,-2.9190207,0.079999924,G3,0.33841017
6403,Kabupaten Kutai Kartanegara,Kalimantan,East Kalimantan,Kutai Kartanegara,Kutai Kartanegara,120280,5.6999998,26.919806,278.93243,East,32619.945,-4.440331,-0.090000153,G3,0.41436222
6404,Kabupaten Kutai Timur,Kalimantan,East Kalimantan,Kutai Timur,Kutai Timur,92520,5.4499998,26.695587,240.18343,East,31156.844,-3.2106204,0,G3,0.35296842
6405,Kabupaten Berau,Kalimantan,East Kalimantan,Berau,Berau,27340,5.0799999,26.590391,255.95551,East,29604.004,-3.3478277,0.13000011,G4,-0.32419744
6409,Kabupaten Penajam Paser Utara,Kalimantan,East Kalimantan,Penajam Paser Utara,Penajam Paser Utara,6598,6.2199998,27.486855,281.46823,East,48124.563,-2.3531153,0.18999958,G4,-0.294117
6411,Kabupaten Mahakam Hulu,Kalimantan,East Kalimantan,Mahakam Ulu,Mahakam Ulu,1762,3.49,24.869171,353.37863,East,40136.332,-0.22650057,-0.069999933,G3,0.20398498
6471,Kota Balikpapan,Kalimantan,East Kalimantan,Kota Balikpapan,Balikpapan,83020,9,27.790806,287.16611,East,19762.639,-0.6890282,1.8499999,G2,-2.1617143
6472,Kota Samarinda,Kalimantan,East Kalimantan,Kota Samarinda,Samarinda,44882,8.2600002,27.918165,229.52391,East,40652.41,-1.0712396,2.5300002,G2,-2.3020661
6474,Kota Bontang,Kalimantan,East Kalimantan,Kota Bontang,Bontang,39357,9.46,27.285938,239.58177,East,47611.652,-2.7597964,0.43999958,G4,-0.30641517
6501,Kabupaten Malinau,Kalimantan,North Kalimantan,Malinau,Malinau,7772,5.0799999,24.530952,324.18787,East,26890.578,-0.62651837,1.0899999,G4,-0.24190412
6502,Kabupaten Bulungan,Kalimantan,North Kalimantan,Bulungan,Bulungan,11457,4.4499998,26.884226,291.9285,East,12097.058,-0.65036422,0.059999943,G2,-2.1475165
6503,Kabupaten Tana Tidung,Kalimantan,North Kalimantan,Tana Tidung,Tana Tidung,3641,4.8299999,27.444754,287.65775,East,7769.2734,-0.73609596,0.28999996,G3,0.22942674
6504,Kabupaten Nunukan,Kalimantan,North Kalimantan,Nunukan,Nunukan,15645,4.1399999,25.666742,281.52884,East,9419.7803,-0.96220803,0.37999988,G4,-0.2520555
6571,Kota Tarakan,Kalimantan,North Kalimantan,Kota Tarakan,Tarakan,21900,5.8600001,27.708334,228.3,East,11189.517,-0.77926785,0.55999994,G2,-2.1948512
7101,Kabupaten Bolaang Mongondow,Sulawesi,North Sulawesi,Bolaang Mongondow,Bolaang Mongondow,5489,4.8699999,24.177685,208.533,East,1823.168,0.80808079,0.69000006,G2,-1.6119614
7102,Kabupaten Minahasa,Sulawesi,North Sulawesi,Minahasa,Minahasa,11684,6.3000002,24.486849,254.23164,East,4339.5171,-1.0249894,0.72000027,G3,0.24384987
7103,Kabupaten Kepulauan Sangihe,Sulawesi,North Sulawesi,Kepulauan Sangihe,Kepulauan Sangihe,3026,4.9099998,26.929762,203.16608,East,4967.0586,0.53156143,0.89999962,G2,-1.7135019
7104,Kabupaten Kepulauan Talaud,Sulawesi,North Sulawesi,Kepulauan Talaud,Kepulauan Talaud,1612,2.6400001,26.591667,193.15001,East,1500.5184,0.43613708,-0.039999962,G4,-0.20976907
7105,Kabupaten Minahasa Selatan,Sulawesi,North Sulawesi,Minahasa Selatan,Minahasa Selatan,6075,5.0100002,24.136017,227.92366,East,6818.7651,-0.76772296,0.95000029,G1,4.4290919
7106,Kabupaten Minahasa Utara,Sulawesi,North Sulawesi,Minahasa Utara,Minahasa Utara,9278,7.8800001,25.333258,208.96542,East,8332.6016,-0.9289909,3.04,G4,-0.25105101
7107,Kabupaten Bolaang Mongondow Utara,Sulawesi,North Sulawesi,Bolaang Mongondow Utara,Bolaang Mongondow Utara,1691,5.48,24.223438,207.15521,East,9214.9336,0.71471113,1.0599999,G2,-1.6462476
7108,Kabupaten Siau Tagulandang Biaro,Sulawesi,North Sulawesi,Siau Tagulandang Biaro,Kep. Siau Tagulandang Biaro,1611,3.3099999,25.366127,215.45018,East,10285.464,1.0664994,0.65999985,G3,0.13943142
7109,Kabupaten Minahasa Tenggara,Sulawesi,North Sulawesi,Minahasa Tenggara,Minahasa Tenggara,3615,3.3099999,23.930109,230.54411,East,6554.7793,-0.6322155,0.27999997,G1,4.3271527
7110,Kabupaten Bolaang Mongondow Selatan,Sulawesi,North Sulawesi,Bolaang Mongondow Selatan,Bolaang Mongondow Selatan,1337,4.3899999,24.538069,197.16504,East,2889.259,0.67771083,-0.20000029,G2,-1.6598345
7111,Kabupaten Bolaang Mongondow Timur,Sulawesi,North Sulawesi,Bolaang Mongondow Timur,Bolaang Mongondow Timur,1881,6.1300001,23.540335,197.25415,East,3694.6936,0.15974441,0.059999943,G2,-1.8500367
7171,Kota Manado,Sulawesi,North Sulawesi,Kota Manado,Manado,24783,13.88,25.398996,221.93494,East,3826.1316,-3.130863,3.7600002,G1,6.2068233
7172,Kota Bitung,Sulawesi,North Sulawesi,Kota Bitung,Bitung,11325,10.23,24.774912,201.66455,East,5297.6353,1.3694952,0.73999977,G4,-0.18154401
7173,Kota Tomohon,Sulawesi,North Sulawesi,Kota Tomohon,Tomohon,3152,8.9899998,24.533333,260.71667,East,8789.2266,-0.41074249,1.5099998,G4,-0.235379
7174,Kota Kotamobagu,Sulawesi,North Sulawesi,Kota Kotamobagu,Kotamobagu,2396,7.4400001,23.950001,202.09167,East,2343.688,0.20911752,1.8200002,G1,3.6942391
7201,Kabupaten Banggai Kepulauan,Sulawesi,Central Sulawesi,Banggai Kepulauan,Banggai Kepulauan,2605,2.47,25.65366,173.97987,East,11109.132,-2.9795158,0.47000003,G2,-3.0028036
7202,Kabupaten Banggai,Sulawesi,Central Sulawesi,Banggai,Banggai,18582,2.4200001,24.761959,205.92732,East,11369.788,-4.7809377,0.24000001,G4,-0.36753517
7203,Kabupaten Morowali,Sulawesi,Central Sulawesi,Morowali,Morowali,44372,5.21,25.279528,318.05765,East,10118.986,28.932152,2.24,G3,-1.251773
7204,Kabupaten Poso,Sulawesi,Central Sulawesi,Poso,Poso,6255,2.3900001,23.442291,235.29163,East,9214.7744,-3.8875229,0.21000004,G4,-0.340518
7205,Kabupaten Donggala,Sulawesi,Central Sulawesi,Donggala,Donggala,8126,2.5799999,25.646299,148.59138,East,16844.842,-4.8811893,-0.18000007,G2,-3.7011166
7206,Kabupaten Toli-Toli,Sulawesi,Central Sulawesi,Toli-Toli,Toli-Toli,5585,3.74,23.947721,160.57426,East,12217.556,-3.3067868,0.6400001,G2,-3.1229806
7207,Kabupaten Buol,Sulawesi,Central Sulawesi,Buol,Buol,3880,4.3600001,24.59514,167.25522,East,5935.7998,-2.9029028,0.3499999,G3,0.33760548
7208,Kabupaten Parigi Moutong,Sulawesi,Central Sulawesi,Parigi Moutong,Parigi Moutong,11210,2.7,24.469246,161.84319,East,5974.4858,-4.9194231,0.34000015,G4,-0.371723
7209,Kabupaten Tojo Una-Una,Sulawesi,Central Sulawesi,Tojo Una-Una,Tojo Una-Una,3764,2.8399999,24.411562,264.73773,East,10778.713,-3.2141938,-0.080000162,G3,0.35314682
7210,Kabupaten Sigi,Sulawesi,Central Sulawesi,Sigi,Sigi,6089,3.3599999,23.459995,189.34358,East,6249.0947,-1.964257,0.81999993,G2,-2.6299906
7211,Kabupaten Banggai Laut,Sulawesi,Central Sulawesi,Banggai Laut,Banggai Laut,1615,3.0899999,25.266666,195.78334,East,8221.9336,-4.3246446,0.049999952,G4,-0.3537367
7212,Kabupaten Morowali Utara,Sulawesi,Central Sulawesi,Morowali Utara,Morowali Utara,8232,5.1599998,24.434481,340.41376,East,14147.428,-0.21818182,2.1099999,G3,0.20356967
7271,Kota Palu,Sulawesi,Central Sulawesi,Kota Palu,Palu,15605,8.3800001,25.913172,120.61344,East,6752.6499,-4.5390592,2.0599999,G3,0.41929129
7301,Kabupaten Kepulauan Selayar,Sulawesi,South Sulawesi,Kepulauan Selayar,Kepulauan Selayar,3619,2.4400001,26.79336,237.03654,East,8603.8809,-1.7910448,1.34,G1,5.1989117
7302,Kabupaten Bulukumba,Sulawesi,South Sulawesi,Bulukumba,Bulukumba,8608,3.4200001,26.361952,288.92044,East,3357.4575,0.43168825,0.36000013,G3,0.17112462
7303,Kabupaten Bantaeng,Sulawesi,South Sulawesi,Bantaeng,Bantaeng,5650,4.27,25.986155,261.87881,East,6367.0562,0.51592243,0.61999989,G3,0.1669192
7304,Kabupaten Jeneponto,Sulawesi,South Sulawesi,Jeneponto,Jeneponto,6699,2.3099999,25.963242,246.54173,East,5194.1021,0.14949918,0.31999993,G2,-1.8537989
7305,Kabupaten Takalar,Sulawesi,South Sulawesi,Takalar,Takalar,6576,4.1599998,26.535543,235.72972,East,27901.652,-0.60459495,0.37999988,G2,-2.1307096
7306,Kabupaten Gowa,Sulawesi,South Sulawesi,Gowa,Gowa,14032,6.4400001,25.781364,242.67177,East,25257.352,1.7622743,2.0900002,G4,-0.16966625
7307,Kabupaten Sinjai,Sulawesi,South Sulawesi,Sinjai,Sinjai,7200,2.6500001,26.302778,294.37918,East,10668.521,1.551481,0.48000002,G3,0.11521851
7308,Kabupaten Maros,Sulawesi,South Sulawesi,Maros,Maros,12234,6.2800002,25.742685,240.48869,East,29487.945,-10.869882,1.8600001,G4,-0.55166686
7309,Kabupaten Pangkajene Dan Kepulauan,Sulawesi,South Sulawesi,Pangkajene Kepulauan,Pangkajene Kepulauan,16914,5.1799998,26,238.63333,East,27138.074,-1.6913688,0.19000006,G2,-2.5297835
7310,Kabupaten Barru,Sulawesi,South Sulawesi,Barru,Barru,4839,6.3899999,26.3141,226.82317,East,10036.382,0.87554723,1,G1,3.1929004
7311,Kabupaten Bone,Sulawesi,South Sulawesi,Bone,Bone,22057,3.2,26.600178,241.8177,East,10635.067,-0.2532447,0.19000006,G4,-0.23061621
7312,Kabupaten Soppeng,Sulawesi,South Sulawesi,Soppeng,Soppeng,7152,4.4200001,26.597023,222.19765,East,8396.1807,2.1860266,1.1800001,G4,-0.15685183
7313,Kabupaten Wajo,Sulawesi,South Sulawesi,Wajo,Wajo,12712,4.3299999,26.67536,244.0015,East,11424.805,-1.1662261,1.3299999,G4,-0.25822508
7314,Kabupaten Sidenreng Rappang,Sulawesi,South Sulawesi,Sidenreng Rappang,Sidenreng Rappang,8404,5.9099998,26.481785,253.44711,East,8258.083,-0.59143603,1.5599999,G1,4.2964754
7315,Kabupaten Pinrang,Sulawesi,South Sulawesi,Pinrang,Pinrang,12827,4.1900001,25.809958,255.81018,East,5036.979,0.43849346,1.28,G1,3.5216851
7316,Kabupaten Enrekang,Sulawesi,South Sulawesi,Enrekang,Enrekang,4595,2.4400001,25.271385,266.31702,East,5649.7754,1.2560599,0.28999996,G4,-0.18497433
7317,Kabupaten Luwu,Sulawesi,South Sulawesi,Luwu,Luwu,9855,4.9400001,25.55629,299.8139,East,6673.2163,1.3055099,0.55999994,G1,2.8694503
7318,Kabupaten Tana Toraja,Sulawesi,South Sulawesi,Tana Toraja,Tana Toraja,4548,2.5999999,23.392799,285.24857,East,7831.1079,-0.28502521,0.049999952,G4,-0.23157726
7322,Kabupaten Luwu Utara,Sulawesi,South Sulawesi,Luwu Utara,Luwu Utara,8172,3.01,22.720898,306.89774,East,7875.0264,-0.58394158,0.25,G3,0.22183037
7325,Kabupaten Luwu Timur,Sulawesi,South Sulawesi,Luwu Timur,Luwu Timur,16257,4.46,24.550945,336.34366,East,12503.422,1.4604007,0.6500001,G2,-1.3724232
7326,Kabupaten Toraja Utara,Sulawesi,South Sulawesi,Toraja Utara,Toraja Utara,5150,3.1700001,22.59198,307.66144,East,4537.0703,0.17506322,0.31000018,G4,-0.21766403
7371,Kota Makassar,Sulawesi,South Sulawesi,Kota Makassar,Makassar,120943,15.92,26.921591,232.54395,East,10329.382,-1.2702144,6.0900002,G1,4.8071036
7372,Kota Parepare,Sulawesi,South Sulawesi,Kota Parepare,"Parepare,",4944,7.1399999,26.583353,225.9827,East,9420.0977,-0.080840744,0.96999979,G1,3.9123673
7373,Kota Palopo,Sulawesi,South Sulawesi,Kota Palopo,Palopo,5473,10.37,25.75746,321.37863,East,7981.2549,0.458884,0.69999981,G1,3.506346
7401,Kabupaten Buton,Sulawesi,Southeast Sulawesi,Buton,Buton,2752,4.7800002,26.067686,213.10762,East,3021.6484,-0.54210335,3.4900002,G4,-0.23935139
7402,Kabupaten Muna,Sulawesi,Southeast Sulawesi,Muna,Muna,5071,6.4499998,26.407116,214.23221,East,2402.51,0.059194949,1.8199997,G2,-1.8869594
7403,Kabupaten Konawe,Sulawesi,Southeast Sulawesi,Konawe,Konawe,7346,5.4200001,25.059944,288.78418,East,12936.897,6.4174995,2.4100001,G2,0.44787171
7404,Kabupaten Kolaka,Sulawesi,Southeast Sulawesi,Kolaka,Kolaka,18233,5.29,25.421762,270.98071,East,9091.7402,-3.4013245,1.6800001,G3,0.3624894
7405,Kabupaten Konawe Selatan,Sulawesi,Southeast Sulawesi,Konawe Selatan,Konawe Selatan,8254,2.5799999,26.624048,220.27922,East,8754.9795,-2.2269604,0.36999989,G4,-0.29030204
7406,Kabupaten Bombana,Sulawesi,Southeast Sulawesi,Bombana,Bombana,4707,2.74,26.51689,236.67987,East,11344.104,0.57692307,0.31999993,G3,0.16387372
7407,Kabupaten Wakatobi,Sulawesi,Southeast Sulawesi,Wakatobi,Wakatobi,3096,4.1799998,26.091667,225.27501,East,2660.4712,0.78125,1.7499998,G3,0.15367261
7408,Kabupaten Kolaka Utara,Sulawesi,Southeast Sulawesi,Kolaka Utara,Kolaka Utara,6357,2.1300001,24.256243,332.0661,East,18630.273,0.39481997,0.76000011,G4,-0.21101852
7409,Kabupaten Buton Utara,Sulawesi,Southeast Sulawesi,Buton Utara,Buton Utara,2251,4.1100001,25.717426,220.77592,East,3499.3599,0.98698968,1.47,G4,-0.19311111
7410,Kabupaten Konawe Utara,Sulawesi,Southeast Sulawesi,Konawe Utara,Konawe Utara,2828,3.79,25.244473,293.43906,East,11242.473,-0.73710072,-0.049999952,G2,-2.1793671
7411,Kabupaten Kolaka Timur,Sulawesi,Southeast Sulawesi,Kolaka Timur,Kolaka Timur,3256,3.29,24.811319,292.60678,East,6372.1294,-0.30618495,0.14999986,G1,4.0818882
7412,Kabupaten Konawe Kepulauan,Sulawesi,Southeast Sulawesi,Konawe Kepulauan,Konawe Kepulauan,1047,1.55,25.798843,234.16904,East,5782.0059,-0.66413665,-0.24000001,G2,-2.1525738
7413,Kabupaten Muna Barat,Sulawesi,Southeast Sulawesi,Muna Barat,Muna Barat,1851,3.3599999,26.565657,230.43233,East,3489.6882,0.43407488,0.25999999,G2,-1.7492999
7414,Kabupaten Buton Tengah,Sulawesi,Southeast Sulawesi,Buton Tengah,Buton Tengah,1727,4.2199998,26.343117,231.12627,East,3787.4456,3.1044776,0.18999958,G3,0.037684496
7415,Kabupaten Buton Selatan,Sulawesi,Southeast Sulawesi,Buton Selatan,Buton Selatan,2068,3.9000001,25.89295,228.34021,East,3380.7644,-0.67243034,0.31000018,G4,-0.24329253
7471,Kota Kendari,Sulawesi,Southeast Sulawesi,Kota Kendari,Kendari City,16528,7.0799999,26.329294,233.99478,East,3087.7637,-1.3018035,0.98999977,G1,4.8308673
7472,Kota Baubau,Sulawesi,Southeast Sulawesi,"Kota Baubau, Kota","Bau-Bau, Kota",6572,6.5700002,26.049147,208.52106,East,1842.0354,-0.81497133,0.89000034,G4,-0.24760301
7501,Kabupaten Boalemo,Sulawesi,Gorontalo,Boalemo,Boalemo,3497,3.6600001,23.621452,188.95628,East,7012.355,-0.22824536,0.70000005,G1,4.0232563
7502,Kabupaten Gorontalo,Sulawesi,Gorontalo,Gorontalo,Gorontalo,8870,3.4100001,24.67651,191.87184,East,2155.9646,-0.011272687,0.44000006,G4,-0.22329889
7503,Kabupaten Pohuwato,Sulawesi,Gorontalo,Pohuwato,Pohuwato,4602,3.0999999,24.008894,175.41969,East,4797.8853,-0.19518542,0.36999989,G4,-0.22886048
7504,Kabupaten Bone Bolango,Sulawesi,Gorontalo,Bone Bolango,Bone Bolango,3156,4.48,23.919468,192.95752,East,4804.0688,0.063411541,0.49000001,G3,0.189511
7505,Kabupaten Gorontalo Utara,Sulawesi,Gorontalo,Gorontalo Utara,Gorontalo Utara,2325,5.21,24.327038,192.46825,East,8238.2646,0,0.63999987,G2,-1.9086964
7571,Kota Gorontalo,Sulawesi,Gorontalo,"Kota Gorontalo, Kota","Gorontalo, Kota",6085,6.52,24.232395,192.96561,East,5675.4604,0,0.61999989,G4,-0.222958
7601,Kabupaten Majene,Sulawesi,West Sulawesi,Majene,Majene,3533,4.2600002,24.967012,265.44278,East,24154.002,-1.3954786,0.38000011,G4,-0.26515776
7602,Kabupaten Polewali Mandar,Sulawesi,West Sulawesi,Polewali Mandar,Polewali Mandar,9278,3.1500001,24.988491,260.01254,East,7131.585,-1.5596817,0.1400001,G3,0.27054462
7603,Kabupaten Mamasa,Sulawesi,West Sulawesi,Mamasa,Mamasa,2214,3.6700001,23.910761,288.40863,East,4870.3428,-1.2488849,0.81000018,G2,-2.3672991
7604,Kabupaten Mamuju,Sulawesi,West Sulawesi,Mamuju,Mamuju,8209,2.8900001,24.137146,285.43027,East,16540.742,-2.0873091,0.43000007,G4,-0.28607893
7605,Kabupaten Mamuju Utara,Sulawesi,West Sulawesi,Mamuju Utara,Mamuju Utara,7146,3.7,25.328382,221.36629,East,31601.418,-2.6828272,0.3900001,G3,0.32661813
7606,Kabupaten Mamuju Tengah,Sulawesi,West Sulawesi,Mamuju Tengah,Mamuju Tengah,2236,2.71,24.761761,252.76003,East,17858.453,-0.40089086,0.17000008,G3,0.21269149
8101,Kabupaten Maluku Tenggara Barat,Maluku,Maluku,Maluku Tenggara Barat,Maluku Tenggara Barat,1686,4.5100002,27.056025,185.49503,East,3001.5125,-0.059276823,-0.099999905,G3,0.19563626
8102,Kabupaten Maluku Tenggara,Maluku,Maluku,Maluku Tenggara,Maluku Tenggara,1966,4.9499998,27.125,221.85834,East,1145.0491,-0.25367832,2.4999998,G1,4.0423889
8103,Kabupaten Maluku Tengah,Maluku,Maluku,Maluku Tengah,Maluku Tengah,5840,7.9299998,26.144884,249.44701,East,3496.6646,-0.39229062,0.57999992,G1,4.1466632
8104,Kabupaten Buru,Maluku,Maluku,Buru,Buru,1564,6.2800002,24.799177,186.9445,East,3230.4587,0,3.6900003,G4,-0.222958
8105,Kabupaten Kepulauan Aru,Maluku,Maluku,Kepulauan Aru,Kepulauan Aru,2277,3.8299999,27.061611,220.48009,East,11367.886,-0.043898158,-0.029999971,G3,0.19486848
8106,Kabupaten Seram Bagian Barat,Maluku,Maluku,Seram Bagian Barat,Seram Bagian Barat,1966,5.4699998,26.094072,216.44792,East,3689.7786,-0.1523616,0.29999971,G1,3.9661708
8107,Kabupaten Seram Bagian Timur,Maluku,Maluku,Seram Bagian Timur,Seram Bagian Timur,1935,3.6099999,26.521711,237.62875,East,5482.6636,-0.051652893,0.31999993,G2,-1.9276639
8108,Kabupaten Maluku Barat Daya,Maluku,Maluku,Maluku Barat Daya,Maluku Barat Daya,1063,3.5999999,26.405649,154.32487,East,3599.2463,-0.18779343,0.089999914,G3,0.2020525
8109,Kabupaten Buru Selatan,Maluku,Maluku,Buru Selatan,Buru Selatan,891,2.3099999,24.673508,199.52097,East,3110.2778,0,0.019999981,G2,-1.9086964
8171,Kota Ambon,Maluku,Maluku,"Kota Ambon, Kota","Ambon, Kota",10192,12.84,27.041668,214.825,East,2369.5317,-1.9528619,0.96000004,G1,5.3206425
8172,Kota Tual,Maluku,Maluku,"Kota Tual, Kota","Tual, Kota",1498,8.6999998,27.125,221.85834,East,1710.4387,-0.19986676,-0.18000031,G1,4.0019078
8201,Kabupaten Halmahera Barat,Maluku,North Maluku,Halmahera Barat,Halmahera Barat,1535,3.26,25.391317,213.3633,East,2691.5469,0.6557377,-0.039999962,G3,0.15993887
8202,Kabupaten Halmahera Tengah,Maluku,North Maluku,Halmahera Tengah,Halmahera Tengah,1925,6.7399998,25.686569,197.90056,East,1956.1915,26.312336,2.6999998,G4,0.57273585
8203,Kabupaten Kepulauan Sula,Maluku,North Maluku,Kepulauan Sula,Kepulauan Sula,1650,4.9000001,26.062859,184.01353,East,2892.2715,0.42604992,0.070000172,G3,0.17140612
8204,Kabupaten Halmahera Selatan,Maluku,North Maluku,Halmahera Selatan,Halmahera Selatan,5676,4.4000001,25.547123,193.33615,East,3886.8564,16.240017,-0.069999695,G3,-0.6181128
8205,Kabupaten Halmahera Utara,Maluku,North Maluku,Halmahera Utara,Halmahera Utara,3763,6.4899998,25.249554,214.36775,East,1290.4395,-0.13269639,0.89999962,G3,0.19930176
8206,Kabupaten Halmahera Timur,Maluku,North Maluku,Halmahera Timur,Halmahera Timur,2317,5.21,25.372589,193.65903,East,2002.8052,0.5642361,0.86999989,G4,-0.20589532
8207,Kabupaten Pulau Morotai,Maluku,North Maluku,Pulau Morotai,Pulau Morotai,1064,4.6999998,25.243591,202.86282,East,3316.0759,2.7027028,-0.080000401,G3,0.057743274
8208,Kabupaten Pulau Taliabu,Maluku,North Maluku,Pulau Taliabu,Pulau Taliabu,1005,4.75,25.482853,181.20195,East,1748.1737,1.1066399,0.070000172,G3,0.13742739
8271,Kota Ternate,Maluku,North Maluku,"Kota Ternate, Kota","Ternate, Kota",7225,5.8000002,26.022402,203.10709,East,4653.9219,-0.85083026,-0.069999695,G2,-2.2211297
8272,Kota Tidore Kepulauan,Maluku,North Maluku,Kota Tidore Kepulauan,"Kepulauan Tidore, Kota",2060,4.9499998,25.720095,193.92204,East,2961.3992,2.0307083,0.5,G3,0.09129288
9101,Kabupaten Fakfak,Papua,Papua Barat,Fakfak,Fakfak,3440,11.45,26.689154,254.43524,East,5085.8125,-2.9619181,-0.039999962,G3,0.34055185
9102,Kabupaten Kaimana,Papua,Papua Barat,Kaimana,Kaimana,1761,6.9000001,26.01783,248.7691,East,6989.6826,-2.3294508,0.38999987,G1,5.603941
9103,Kabupaten Teluk Wondama,Papua,Papua Barat,Teluk Wondama,Teluk Wondama,979,4.4299998,25.711004,252.7337,East,6044.5649,-3.2608695,1.1999998,G1,6.3046241
9104,Kabupaten Teluk Bintuni,Papua,Papua Barat,Teluk Bintuni,Teluk Bintuni,25627,8.5799999,26.38521,265.29977,East,1365.7509,1.0608093,0.28999996,G3,0.13971549
9105,Kabupaten Manokwari,Papua,Papua Barat,Manokwari,Manokwari,6625,7.4699998,24.332077,258.77356,East,258.75381,-4.8678918,0.15999985,G2,-3.6962335
9106,Kabupaten Sorong Selatan,Papua,Papua Barat,Sorong Selatan,Sorong Selatan,1256,3.6900001,27.185234,305.56177,East,6317.5884,-3.6809816,-0.12999988,G2,-3.2603886
9107,Kabupaten Sorong,Papua,Papua Barat,Sorong,Sorong,8383,3.29,26.852867,285.04303,East,2553.6084,-2.5005815,0.3499999,G3,0.31751943
9108,Kabupaten Raja Ampat,Papua,Papua Barat,Raja Ampat,Raja Ampat,2285,2.73,26.349592,231.98332,East,5892.1982,-1.4661492,0.56999993,G3,0.26587495
9109,Kabupaten Tambrauw,Papua,Papua Barat,"Tambrauw, Kab","Tambrauw, Kab",146,2.46,24.179451,320.23669,East,4356.0063,-2.6666667,0.32999992,G3,0.3258113
9110,Kabupaten Maybrat,Papua,Papua Barat,Maybrat,Maybrat,461,2.26,26.159616,342.53244,East,5638.2012,-1.2847966,1.76,G4,-0.26181069
9111,Kabupaten Manokwari Selatan,Papua,Papua Barat,Manokwari Selatan,Kab. Manokwari Selatan,568,2.4300001,23.581459,260.04041,East,6369.9102,-2.905983,-0.049999952,G1,6.0376515
9112,Kabupaten Pegunungan Arfak,Papua,Papua Barat,Pegunungan Arfak,Pegunungan Arfak,149,1.62,21.442114,293.04526,East,5299.855,4.9295774,1.4,G3,-0.053434376
9171,Kota Sorong,Papua,Papua Barat,Kota Sorong,"Sorong, Kota",10023,9.9300003,26.741667,274.39166,East,1883.2584,-2.5,0.06000042,G2,-2.8267207
9401,Kabupaten Merauke,Papua,Papua,Merauke,Merauke,10230,3.4300001,27.215593,187.66277,East,1164.8678,-0.76632071,1.1800001,G1,4.4280372
9402,Kabupaten Jayawijaya,Papua,Papua,Jayawijaya,Jayawijaya,4553,2.51,20.662104,244.9577,East,1041.8329,-4.0867915,0.32999992,G4,-0.34654394
9403,Kabupaten Jayapura,Papua,Papua,Jayapura,Jayapura,9520,10.33,26.783758,215.04329,East,4452.0874,-4.7142429,0.069999695,G2,-3.6398122
9404,Kabupaten Nabire,Papua,Papua,Nabire,Nabire,7402,6.6500001,25.481474,265.98312,East,1850.1215,-1.0560086,0.099999905,G3,0.24539852
